canonical_smiles,n_genes,ig_spearman_vs_cond_attn,ig_spearman_vs_pool_alpha,ig_cond_top20_overlap_n,ig_cond_top20_overlap_fraction,ig_cond_top20_jaccard,ig_pool_top20_overlap_n,ig_pool_top20_overlap_fraction,ig_pool_top20_jaccard
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,268,0.057663522328211064,0.019519378172834084,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,268,0.1858499158690487,-0.01314924063945757,2,0.1,0.05263157894736842,0,0.0,0.0
CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,268,0.03541479769607748,0.052274652800073804,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O,268,0.04374996493244898,0.18346843951579972,4,0.2,0.1111111111111111,5,0.25,0.14285714285714285
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,268,0.18392229155380108,-0.09326222984737978,4,0.2,0.1111111111111111,0,0.0,0.0
CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,268,0.0179676780044475,0.08793757290154215,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,268,0.21467824820594408,0.012230938370259724,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,268,0.18163619893930785,-0.02312151701290548,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
CN(C)CC=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,268,0.22384568531969448,-0.07199851375926017,4,0.2,0.1111111111111111,0,0.0,0.0
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)c1,268,0.12256249349302108,-0.10726493675060642,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,268,0.22291491458791415,-0.17047318438923545,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
CN(C)CCOc1ccc(-c2nc(=c3ccc4c(c3)CCC=4N=O)c(=C3C=CNC=C3)[nH]2)cc1,268,0.3091268522680445,0.07135576451313458,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],268,0.29303006707409446,0.07066563510919567,4,0.2,0.1111111111111111,0,0.0,0.0
CN(C)Cc1cccc(NC(=C2C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,268,0.18735735299526757,-0.05649148684546026,5,0.25,0.14285714285714285,2,0.1,0.05263157894736842
CN(C)N=Nc1[nH]cnc1C(N)=O,268,0.17770239899454318,0.12208495137611303,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,268,0.09019124751332097,0.09015758266434834,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,268,0.1397589970867437,-0.014480872443263817,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,268,0.087520502828159,-0.19706529796196745,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,268,0.22181956015004542,-0.07295733853185099,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,268,0.19914005013568803,-0.07972210290596221,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1,268,0.3605991595009373,-0.04688952381071128,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,268,0.257488714482805,0.11347360769354013,5,0.25,0.14285714285714285,3,0.15,0.08108108108108109
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,268,0.0018995702744370952,-0.1466571740104872,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,268,0.1450100901033448,-0.23810960651402355,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,268,0.1125665270406665,0.0768911384766157,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
CNC(=O)c1ccc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)nc1,268,0.16546086243108835,-0.18148720081144754,4,0.2,0.1111111111111111,0,0.0,0.0
CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,268,0.1270854282948068,-0.2001549829898999,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,268,0.026537875760498285,-0.03544098146750064,3,0.15,0.08108108108108109,0,0.0,0.0
CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,268,0.059033806366022935,0.17798106913326106,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,268,0.16013246494647598,0.03256076661095342,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,268,0.04109979321054806,0.07508570509467614,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,268,0.14747946911780013,0.03109509883438577,3,0.15,0.08108108108108109,0,0.0,0.0
CN[C@@H]1C[C@@]2(C)O[C@@H]([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,268,-0.01510117845674098,-0.04154242363222523,0,0.0,0.0,0,0.0,0.0
COC(=O)C(CCSC)NC(=O)c1ccc(NCC(N)CS)cc1-c1ccccc1,268,0.06899049716124278,-0.05510811092193681,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
COC(=O)CNC(=O)C(=O)OC,268,0.02027559042846001,-0.015351794554648334,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COC(=O)NC1(NC(=O)OC)NC(=O)c2cc(OC)c(OC)c(OC)c2N1,268,0.08062731328944849,0.06287409284141923,1,0.05,0.02564102564102564,4,0.2,0.1111111111111111
COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,268,0.1150190736306355,-0.05964787814820886,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,268,0.03028651903591353,-0.12343840298943858,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,268,0.07106587275809248,-0.34555284227955907,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,268,0.09165691528988862,0.073515925655545,1,0.05,0.02564102564102564,4,0.2,0.1111111111111111
COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],268,0.10073208578052886,-0.11223486593597318,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
COC[C@@]1(CO)C(=O)[C@H]2CC[N@@]1CC2,268,0.2083436457909275,0.06981154542229746,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1,268,0.06645129475632572,0.02778534544187296,4,0.2,0.1111111111111111,0,0.0,0.0
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,268,-0.011879951148563602,-0.30916363423266274,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
CO[C@@]12[C@@H]3NC3CN1C1=C(C(=O)C(N)=C(C)C1=O)[C@@H]2COC(N)=O,268,0.16506935270599923,-0.15753029680551753,4,0.2,0.1111111111111111,0,0.0,0.0
CO[C@H]1C[C@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,268,0.07937423279991171,-0.2443812431929987,4,0.2,0.1111111111111111,0,0.0,0.0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,268,0.017567440355550676,-0.04855344014233997,1,0.05,0.02564102564102564,0,0.0,0.0
COc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,268,0.11140945371301464,-0.036279485576170764,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,268,0.20084947635574266,-0.014457805787486273,3,0.15,0.08108108108108109,4,0.2,0.1111111111111111
COc1cc(=C2C=c3ccccc3=N2)[nH]c1=Cc1[nH]c(C)cc1C.CS(=O)(=O)O,268,0.1905742163415411,0.007323351497805238,4,0.2,0.1111111111111111,4,0.2,0.1111111111111111
COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,268,0.25834093390031587,-0.06565892395921066,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)C(C)CC(=O)N2C,268,0.3208010737839976,-0.15157535907613676,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CCC(=O)N2C(C)C,268,0.28259957470074126,-0.024266121877974896,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)(C)C)cc3)s2)cc1C(=O)N1CCN(C(C)=O)CC1,268,0.2209748218100841,0.07539492296672104,2,0.1,0.05263157894736842,3,0.15,0.08108108108108109
COc1cc(C2c3cc4c(cc3C(Br)C3COC(=O)C23)OCO4)cc(OC)c1OC,268,0.1011379342375878,-0.17329355062538687,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1,268,0.03605505324968657,-0.05260880759728361,0,0.0,0.0,3,0.15,0.08108108108108109
COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,268,0.15111776649936065,-0.06239093991634907,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
COc1cc(N2CCC(C(N)=O)CC2)ccc1Nc1nc(N)c(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,268,0.053252803689667436,-0.007312129881481027,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,268,0.15530280596516183,-0.1923971055710961,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
COc1cc(N2CCC(O)CC2)ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1,268,0.06319764944543395,0.017093638777417368,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2c(Cl)cccc2Cl)s1,268,0.17542752799637415,-0.11018629753367574,4,0.2,0.1111111111111111,0,0.0,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,268,0.3077391123826172,-0.001415793926237822,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,268,0.25992941603332065,-0.05977443304342079,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,268,-0.004822801326893788,-0.213459455988509,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
COc1cc(O)c2c(c1)C=CCC(O)C(O)C(=O)C=CCC(C)OC2=O,268,0.0848323022953816,-0.24869782493904477,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
COc1cc(OC)c2c(=O)nc(-c3cc(C)c(OCCO)c(C)c3)[nH]c2c1,268,0.09692421730784695,0.10397014551319256,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
COc1cc(OC)cc(-c2ccc3ncc4ccc(=O)n(-c5ccc(N6CCNCC6)c(C(F)(F)F)c5)c4c3c2)c1,268,0.0710714835662546,-0.08303434999099153,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,268,0.10047149491255554,0.0588710929293219,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,268,0.013581272867939653,0.04316644088359006,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,268,-0.00731711726651401,-0.0043016195909471484,1,0.05,0.02564102564102564,0,0.0,0.0
COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1,268,-0.01224153656345481,0.05627765271217114,0,0.0,0.0,1,0.05,0.02564102564102564
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,268,0.15450420093675557,0.05752761608606231,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,268,0.1239290369920582,0.07135015370497248,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,268,-0.019995050020354763,-0.07853572869124158,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,268,-0.14654371100098684,-0.11560384452575265,2,0.1,0.05263157894736842,0,0.0,0.0
COc1cc2c(cc1NS(=O)(=O)c1ccc(Br)cc1C)n(C)c(=O)n2C,268,-0.016629811969350025,0.023148324207457757,1,0.05,0.02564102564102564,0,0.0,0.0
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,268,0.11977516868271315,-0.057694693484667214,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,268,0.07585874977478838,0.07631384865904801,1,0.05,0.02564102564102564,0,0.0,0.0
COc1cc2c3c(n(CCCNCCO)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,268,0.03177338319887135,-0.20153898233655246,4,0.2,0.1111111111111111,0,0.0,0.0
COc1cc2nc(N3CCCC3)nc(NCCCCCN3CCCC3)c2cc1OC,268,0.09594481957199506,0.10477810188853566,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,268,0.03035571900324616,0.004066589071267861,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,268,0.14560982315356094,0.0529286236625236,2,0.1,0.05263157894736842,4,0.2,0.1111111111111111
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,268,0.0496986684305385,-0.061143470234974406,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,268,0.047934380975121045,0.08563527128569175,1,0.05,0.02564102564102564,3,0.15,0.08108108108108109
COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,268,-0.0731574573562994,0.09399350517784077,1,0.05,0.02564102564102564,4,0.2,0.1111111111111111
COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC,268,0.0643703083513139,-0.12877864551350426,3,0.15,0.08108108108108109,0,0.0,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,268,0.15873724398349923,0.00789877104598556,3,0.15,0.08108108108108109,4,0.2,0.1111111111111111
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,268,0.14518402515637008,-0.07207706507352962,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1C,268,0.16624014134249182,-0.09774651241515989,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,268,0.04544318215114644,-0.03378205252090493,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,268,0.22178028449291073,-0.20574147764996908,2,0.1,0.05263157894736842,0,0.0,0.0
COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,268,-0.11035898574044276,0.2049721735086316,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,268,0.14389977351037717,-0.09452840222262814,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,268,-0.07782689659342899,0.14611915985005425,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,268,-0.03846147252254384,0.00807208267588169,3,0.15,0.08108108108108109,0,0.0,0.0
COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,268,-0.015435333253950786,0.019557406983710574,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,268,0.2088947518370721,0.008019091709906254,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,268,0.2597822881748477,-0.031005325903792093,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1cccnc1)C3,268,0.10879232341695722,0.1831006198696173,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
COc1cccc2c1=NC(=c1nc(C3CCC(C(=O)O)CC3)n3c1=C(N)N=CN3)C=2,268,0.02165023842817573,-0.09347731082692713,0,0.0,0.0,0,0.0,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,268,0.2006674368020388,-0.20771024789173878,2,0.1,0.05263157894736842,0,0.0,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,268,0.05191057369266611,-0.14451571556195048,7,0.35,0.21212121212121213,0,0.0,0.0
COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,268,0.10917136467946387,-0.043587251495747936,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,268,0.08715580029762218,0.04275872215714377,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,268,0.121571874140845,0.09729702433906239,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,268,0.06342519888756376,0.06602612018226398,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)C5C)cc4)CC3)nn12,268,0.20971580009812676,-0.134626977887805,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,268,0.055447253104179604,0.2106091654421597,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,268,0.19823982713723473,-0.0927647381903398,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
CS(=O)(=O)O.Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,268,0.19445627216658862,-0.18405009329527125,3,0.15,0.08108108108108109,0,0.0,0.0
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,268,0.21066714379316812,0.08988701702630908,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,268,-0.12015483336834892,0.019432098934756895,2,0.1,0.05263157894736842,0,0.0,0.0
C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,268,-0.008227938458162385,-0.008681790496163765,5,0.25,0.14285714285714285,0,0.0,0.0
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,268,0.08518141924769036,0.03559247328787747,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,268,0.14815775348228571,-0.16172281734886818,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,268,0.1778651124312442,-0.022092245426723778,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
C[C@@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,268,0.21462401039371037,0.008023455671810115,4,0.2,0.1111111111111111,4,0.2,0.1111111111111111
C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,268,-0.044044220649394936,-0.030106973174726173,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@H]3[C@H]1CC[C@@H]2O,268,0.10715396743362257,0.09525281989866878,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,268,0.03644656297477567,-0.29058687183106224,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,268,0.09097302011724094,0.11565247152982423,1,0.05,0.02564102564102564,3,0.15,0.08108108108108109
Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,268,0.281206847430281,-0.08912768765503752,2,0.1,0.05263157894736842,3,0.15,0.08108108108108109
Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,268,0.08007807751269132,-0.14422270669126275,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cc1c(CN2CCN(C(=O)C(C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,268,0.0628703523026445,-0.1958683255540517,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,268,0.1939413246619332,0.015712133123281298,2,0.1,0.05263157894736842,0,0.0,0.0
