canonical_smiles,n_genes,ig_spearman_vs_cond_attn,ig_spearman_vs_pool_alpha,ig_cond_top20_overlap_n,ig_cond_top20_overlap_fraction,ig_cond_top20_jaccard,ig_pool_top20_overlap_n,ig_pool_top20_overlap_fraction,ig_pool_top20_jaccard
Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13,268,0.0779179163702809,0.15846917203797642,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,268,0.048072157486657184,-0.2615191450125837,0,0.0,0.0,1,0.05,0.02564102564102564
Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2Cl)n1,268,-0.023405797959785462,0.029044660162700964,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,268,0.10480490908308795,-0.0022698836131360236,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,268,0.08832596551098564,0.15111901334561892,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,268,0.06926605018431505,-0.05426586627449195,2,0.1,0.05263157894736842,0,0.0,0.0
Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCCC3CO)cc2)c1,268,0.0025017970171696963,-0.014194097803867342,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1cc(N2CC(C)NC(C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,268,0.14391411224234701,-0.060553711954824264,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,268,-0.1742467645898156,-0.10548007633192792,3,0.15,0.08108108108108109,0,0.0,0.0
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,268,0.23123574309231584,-0.16635298092886303,3,0.15,0.08108108108108109,0,0.0,0.0
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,268,-0.045877084649015895,0.1915442627304561,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,268,-0.06630666059036923,-0.14844889208358608,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,268,0.026398852402703905,-0.0259331553252492,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc(Cl)ccc1Cl,268,0.14421023822868032,0.00429538535965592,6,0.3,0.17647058823529413,0,0.0,0.0
Cc1cc2c(C(=O)NCC(C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NCC(C)c3ccccc3)c(O)c(O)cc2c1O,268,-0.019733212306123196,-0.06313281344000517,4,0.2,0.1111111111111111,0,0.0,0.0
Cc1ccc(-c2c(C(=O)CCl)n(CCCO)c3ncnc(N)c23)cc1,268,0.11691677363568521,-0.07341430768549798,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1ccc(-c2c(C(=O)CF)n(CCCO)c3ncnc(N)c23)cc1,268,0.24127285547119254,0.13492622098978393,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1ccc(-c2cnccc2-c2cnc(Nc3ccc(O)cc3)s2)c(Cl)c1,268,-0.02009105718223967,-0.07896526722720716,3,0.15,0.08108108108108109,0,0.0,0.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,268,0.19451612078698438,0.06577301039184014,3,0.15,0.08108108108108109,0,0.0,0.0
Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,268,0.02894927642394518,-0.02610896064766182,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,268,0.2154182514602128,0.05076409855820932,4,0.2,0.1111111111111111,0,0.0,0.0
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,268,-0.0027623878851430164,-0.029433052772144457,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,268,0.09384014308807657,0.013464692742793697,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,268,0.1837146916518032,-0.02859143154782871,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,268,0.2494079038831156,-0.050817089524184754,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,268,0.06505108640831596,0.0634401610426627,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
Cc1ccc(Nc2cc(-c3cccc(N4C(=O)c5ccccc5C4=O)c3)ncn2)cc1NS(C)(=O)=O,268,0.02344694388630757,0.01360059898494246,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,268,0.05100598673230895,0.06349751597054201,4,0.2,0.1111111111111111,0,0.0,0.0
Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1,268,0.038978284302143264,-0.05233138430482398,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,268,0.1283553412088299,0.035445968852533614,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,268,0.10682729371396224,-0.09153659462596793,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,268,0.0023228745791114597,0.1175208706478052,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1cccc(-c2nn(C(=S)Nc3ccccc3)cc2-c2ccnc3ccccc23)n1,268,0.07205649211026857,0.012672321945678649,3,0.15,0.08108108108108109,0,0.0,0.0
Cc1cccc(Nc2nc(-c3ccncc3)cs2)c1,268,0.032526478338851667,-0.01122598028611381,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,268,-0.027194963738593692,0.020255640888328083,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,268,0.009470420754504074,0.16311803831184496,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,268,0.08991070710521575,-0.026860808941383887,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1,268,0.07816790904505914,0.18511739369232943,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,268,0.2023749927527061,-0.08850862848781862,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,268,0.05526022616544277,0.004132671922954876,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,268,0.08003693158616923,-0.11487880342658288,6,0.3,0.17647058823529413,4,0.2,0.1111111111111111
Cc1csc(=NC2CCCCC2)n1N=Cc1ccc(O)c(O)c1O,268,0.015094944225449753,0.04617632775099482,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,268,0.09833627069531004,-0.045801650450392035,3,0.15,0.08108108108108109,0,0.0,0.0
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,268,0.0463808105373471,-0.1540397507055591,0,0.0,0.0,0,0.0,0.0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,268,0.08216841526463999,0.11592179032160527,1,0.05,0.02564102564102564,5,0.25,0.14285714285714285
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,268,0.13017636016899753,-0.23372133110812834,8,0.4,0.25,0,0.0,0.0
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,268,-0.024605887483346807,-0.23980594084836662,4,0.2,0.1111111111111111,0,0.0,0.0
Cc1ncc(Cl)cc1NCc1ccc(C(=O)NC(CC2CCCC2)C(=O)NC2CC2)s1,268,-0.01901253516885727,0.05432883201053334,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,268,-0.02362960686314054,-0.022614674008928665,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,268,-0.027562159961647004,0.103246351260281,5,0.25,0.14285714285714285,2,0.1,0.05263157894736842
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,268,0.1908516396340007,-0.035958422664672536,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,268,0.11524849334215266,-0.04290959055439148,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,268,0.0725302936884019,0.12964645050924317,3,0.15,0.08108108108108109,0,0.0,0.0
Cl.Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2cccc(F)c2)sc1Cl,268,0.11391000388392608,0.06477927392401843,6,0.3,0.17647058823529413,1,0.05,0.02564102564102564
Cl[Pt]Cl,268,0.1723708843942852,-0.14135309002791063,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,268,0.15990553892747528,-0.015011405526147298,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,268,0.025583414949811315,-0.09751085847235148,2,0.1,0.05263157894736842,0,0.0,0.0
Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,268,-0.015304414396835005,0.032273368548427814,0,0.0,0.0,0,0.0,0.0
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,268,0.1590925951670992,0.0706039162194125,2,0.1,0.05263157894736842,0,0.0,0.0
Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1,268,0.044371517792184394,-0.02075375596849718,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,268,-0.0045572230738874855,0.10629302009230401,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,268,0.12921504170389023,0.1515211212639031,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,268,0.14651316326765984,0.05473093992881754,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,268,0.21121949668557094,-0.010687342702551733,7,0.35,0.21212121212121213,1,0.05,0.02564102564102564
Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,268,-0.07733002835951813,-0.06085669559557793,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)oc1Cl,268,0.16291916633365477,0.09488188313684075,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2cccc(F)c2)sc1Cl,268,-0.03490109703768031,0.11772722370354483,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,268,-0.04888510124703328,0.011366250490166433,0,0.0,0.0,0,0.0,0.0
Cn1nnc2c(C(N)=O)ncn2c1=O,268,0.16348274084238176,0.15038649116889963,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,268,0.038458349412454865,-0.15823538836455536,1,0.05,0.02564102564102564,0,0.0,0.0
N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,268,0.052570778786407125,-0.013166696487073007,1,0.05,0.02564102564102564,3,0.15,0.08108108108108109
N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,268,-0.05695344338414023,0.06960830948220345,3,0.15,0.08108108108108109,0,0.0,0.0
N#CC1=C(N)NC(=C2C(=O)C=CC=C2OCC2CC2)C=C1C1CCNCC1,268,0.22500400549360458,0.06034299493718076,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,268,0.026595854111506702,0.25433294660318556,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
N#Cc1cc(-c2ccnc(Nc3ccc(-n4cnc(-c5cccnc5)n4)cc3)n2)cc(N2CCOCC2)c1,268,0.015262021624054656,-0.11211080473327775,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
N#Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,268,0.15033350020292421,0.10372701049283467,2,0.1,0.05263157894736842,3,0.15,0.08108108108108109
N=C(N)NC(=N)NCCc1ccccc1,268,0.09222921772242333,0.0009575779263325824,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
N=C(N)c1ccccc1,268,0.049658145927145514,0.09397417906083798,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,268,0.1324175663181939,0.11051982890775644,0,0.0,0.0,2,0.1,0.05263157894736842
NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@@H]1CCCNC1,268,0.10566024561624439,-0.024895779238388895,1,0.05,0.02564102564102564,3,0.15,0.08108108108108109
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,268,0.20863104385345316,-0.1171106582288424,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,268,0.08414965396899217,0.10265783982638911,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,268,0.13860691114412482,-0.12270650423584843,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,268,0.09685252364799783,0.06534783581777841,5,0.25,0.14285714285714285,2,0.1,0.05263157894736842
NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,268,0.23349128797348206,0.19877659445140944,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,268,0.14372895557299753,0.08719881649353166,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N,268,0.19209599219972975,0.22362437010885589,1,0.05,0.02564102564102564,3,0.15,0.08108108108108109
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,268,-0.04253803036943431,0.07751518502886759,0,0.0,0.0,2,0.1,0.05263157894736842
NC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,268,-0.0050534678846692145,-0.04737579385142704,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,268,0.014214670767128394,-0.09713929828739432,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,268,0.012797629994632326,0.08161356867972071,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,268,0.09011893043034273,0.025698748228699032,1,0.05,0.02564102564102564,0,0.0,0.0
NC1=NC(=O)C(=Cc2ccc(O)cc2)S1,268,0.22414305815228605,0.0797214794828331,4,0.2,0.1111111111111111,0,0.0,0.0
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,268,0.09345923155618256,-0.0468465076148018,5,0.25,0.14285714285714285,0,0.0,0.0
NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,268,0.006968000314205256,0.04242456735993396,3,0.15,0.08108108108108109,4,0.2,0.1111111111111111
NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,268,0.1983707459943505,0.03793529740712086,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
NCc1ccc(OCCCc2sc(-c3ccc4c(c3)C(=NNc3nc5ccccc5s3)CCC4)nc2C(=O)O)cc1,268,0.08097954735740287,0.09338379735755872,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
NS(=O)(=O)OCC1CC(n2ccc3c(NC4CCc5ccccc54)ncnc32)CC1O,268,0.21730410642580922,-0.2950817525920375,6,0.3,0.17647058823529413,0,0.0,0.0
N[C@@H]1CCCN(c2c(C=C3SC(=O)NC3=O)cccc2-c2ccccc2)C1,268,0.34966307096986554,-0.043744977547416006,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,268,0.0013397363044848436,-0.03455946116292103,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,268,0.08692949770175062,-0.20927753363835347,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,268,-0.06085794244183618,-0.043763056818160555,2,0.1,0.05263157894736842,0,0.0,0.0
Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,268,0.06176252940219331,-0.1956775580765401,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,268,-0.13261082748822195,-0.027553432037839286,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Nc1cccc2c1CN([C@@H]1CCC(=O)NC1=O)C2=O,268,0.0840324504207171,0.031176767264300853,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,268,0.03123412219218015,0.03245478467900254,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,268,0.05269920395100642,-0.022567917274244453,3,0.15,0.08108108108108109,0,0.0,0.0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,268,0.06326248545086272,-0.13821103745713184,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,268,0.014696576845940296,0.01607247169191426,2,0.1,0.05263157894736842,0,0.0,0.0
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,268,-0.06426307957310477,0.021748115859448004,2,0.1,0.05263157894736842,0,0.0,0.0
Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,268,0.017598611512006816,0.06052316422149724,0,0.0,0.0,0,0.0,0.0
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,268,0.1116058319986883,0.018557436284597644,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,268,0.12691211666491067,0.003368355166650353,2,0.1,0.05263157894736842,0,0.0,0.0
O=C(C=CN1CC2CC1CN2c1ccccn1)c1ccccc1O,268,0.155852041741919,0.25359730731082064,4,0.2,0.1111111111111111,5,0.25,0.14285714285714285
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,268,0.15806706411969224,-0.12198520367545339,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,268,0.21826106092901265,-0.13500913626595729,3,0.15,0.08108108108108109,0,0.0,0.0
O=C(C=Cc1ccccc1)NC(NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,268,-0.028601406317894672,-0.04717692187323687,3,0.15,0.08108108108108109,0,0.0,0.0
O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,268,0.20152402018145352,-0.0012842516459929164,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
O=C(CCCCCCC(=O)Nc1ccccc1)NO,268,0.09932626662435699,-0.04860580768518628,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,268,0.09374912331122466,-0.1617153362713187,2,0.1,0.05263157894736842,0,0.0,0.0
O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,268,0.2216325332113086,0.019586707870779346,3,0.15,0.08108108108108109,0,0.0,0.0
O=C(NC1CC1)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,268,-0.060082404069207444,-0.016949004611460882,1,0.05,0.02564102564102564,4,0.2,0.1111111111111111
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,268,0.05209573036201557,-0.06156677453964877,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,268,0.2514645767860917,0.008953602980461293,5,0.25,0.14285714285714285,4,0.2,0.1111111111111111
O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,268,0.14213361578557235,0.0272005745467558,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,268,0.13198865120535744,-0.03915533647081413,5,0.25,0.14285714285714285,1,0.05,0.02564102564102564
O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,268,0.13632518249153547,-0.12442341153345254,8,0.4,0.25,1,0.05,0.02564102564102564
O=C(N[C@@H](COc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1)c1cccn(Cc2ccc(F)c(F)c2)c1=O,268,0.07299723761211485,0.1335509495669391,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,268,-0.00585893056749584,-0.05637116618153956,1,0.05,0.02564102564102564,0,0.0,0.0
O=C(Nc1ccc(Nc2nccc(Nc3cc(C4CCCC4)[nH]n3)n2)cc1)Nc1cccc(C(F)(F)F)c1,268,0.12694702836014155,0.004357727672568197,4,0.2,0.1111111111111111,0,0.0,0.0
O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,268,0.04137472281049121,0.06665453069641974,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)C1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,268,0.08678486353579414,0.015874846559982343,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,268,0.05221168706403241,0.09773778449135218,3,0.15,0.08108108108108109,4,0.2,0.1111111111111111
O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O,268,0.14744206373005278,-0.0265135622584625,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,268,0.10377688434316448,-0.14256377774466708,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,268,-0.18123035048224895,-0.026850834171317922,0,0.0,0.0,0,0.0,0.0
