model,structure,pcc,n_seeds
CSG2A,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,0.4181062102233839,1
CSG2A,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,0.6298356227866961,1
CSG2A,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.4951241300261581,1
CSG2A,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,0.6174838936867909,1
CSG2A,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.4890415678662423,1
CSG2A,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.4649823286239844,1
CSG2A,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.3406439761497262,1
CSG2A,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,0.6747313356284208,1
CSG2A,NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.3611564827352651,1
CSG2A,NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,0.5138983701863665,1
CSG2A,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,0.4606169381623738,1
CSG2A,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,0.571845564441115,1
CSG2A,O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,0.5060906037875834,1
CSG2A,O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,0.3885364842854127,1
CSG2A,Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,0.4207060997016422,1
DRT scratch,C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)CC1=CC(CC3(C)OC23)OC1=O,0.5318113997497546,3
DRT scratch,C=C1C(=O)O[C@@H]2C3O[C@@]3(C)CCC=C(C)CC[C@@H]12,0.3998682151461546,3
DRT scratch,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0.09412254126310837,3
DRT scratch,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.31421451069686973,3
DRT scratch,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,0.6802413211259054,3
DRT scratch,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O,0.39122379852265765,3
DRT scratch,CC(C)Nc1cc(-c2c[nH]c(C(=O)NC(CO)c3cccc(Cl)c3)c2)c(Cl)cn1,0.4019888295087903,3
DRT scratch,CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,0.3896352777065539,3
DRT scratch,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3,0.2682421966483007,3
DRT scratch,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,0.3656279200591323,3
DRT scratch,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,0.35742396400668675,3
DRT scratch,CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1,0.37858130414102836,3
DRT scratch,CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)c1,0.3166110376755573,3
DRT scratch,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,0.4778072214545573,3
DRT scratch,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,0.19177031053706747,3
DRT scratch,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,0.21430691403635072,3
DRT scratch,COC(=O)CNC(=O)C(=O)OC,0.267485167834973,3
DRT scratch,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],0.23659768688798968,3
DRT scratch,COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,0.3771488761769998,3
DRT scratch,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.6412102647884789,3
DRT scratch,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1C,0.3155292402623942,3
DRT scratch,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.6759894503030802,3
DRT scratch,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,0.6225358685555821,3
DRT scratch,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,0.3461711700289822,3
DRT scratch,Cc1cc(N2CC(C)NC(C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,0.4896607885487012,3
DRT scratch,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0.5985580630238291,3
DRT scratch,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,0.5786810467782906,3
DRT scratch,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,0.5915333606845276,3
DRT scratch,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.28435898778571617,3
DRT scratch,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,0.651907497984711,3
DRT scratch,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.3973766855164828,3
DRT scratch,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.4333093727774971,3
DRT scratch,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.3867661059543401,3
DRT scratch,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,0.6501843095061638,3
DRT scratch,NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.5005472279370037,3
DRT scratch,NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,0.5235600786662066,3
DRT scratch,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,0.3992410540774638,3
DRT scratch,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,0.5910864834136328,3
DRT scratch,O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,0.524454986157444,3
DRT scratch,O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,0.32583403684906315,3
DRT scratch,Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,0.46192810157391456,3
DRT pretrained,C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)CC1=CC(CC3(C)OC23)OC1=O,0.5991321431118063,3
DRT pretrained,C=C1C(=O)O[C@@H]2C3O[C@@]3(C)CCC=C(C)CC[C@@H]12,0.49134514463180895,3
DRT pretrained,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0.35087157725797824,3
DRT pretrained,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.30794665687323136,3
DRT pretrained,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,0.6367185891781283,3
DRT pretrained,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O,0.39069563693175186,3
DRT pretrained,CC(C)Nc1cc(-c2c[nH]c(C(=O)NC(CO)c3cccc(Cl)c3)c2)c(Cl)cn1,0.36790808948387527,3
DRT pretrained,CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,0.3473996169349087,3
DRT pretrained,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3,0.31277073630248675,3
DRT pretrained,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,0.44959111098548926,3
DRT pretrained,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,0.3592289060669705,3
DRT pretrained,CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1,0.40116667179966603,3
DRT pretrained,CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)c1,0.3518111192047928,3
DRT pretrained,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,0.5274461554885153,3
DRT pretrained,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,0.15885327502199328,3
DRT pretrained,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,0.3474326285637124,3
DRT pretrained,COC(=O)CNC(=O)C(=O)OC,0.2550840798258532,3
DRT pretrained,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],0.2278598821240685,3
DRT pretrained,COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,0.28647150751604195,3
DRT pretrained,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.6484909472190019,3
DRT pretrained,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1C,0.3256493588833134,3
DRT pretrained,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.5605251018041358,3
DRT pretrained,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,0.5223532550654982,3
DRT pretrained,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,0.3546711236001441,3
DRT pretrained,Cc1cc(N2CC(C)NC(C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,0.5043391094777743,3
DRT pretrained,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0.5979569169755776,3
DRT pretrained,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,0.5240341565841551,3
DRT pretrained,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,0.5567872699792394,3
DRT pretrained,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.24794419175903992,3
DRT pretrained,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,0.6182868444123726,3
DRT pretrained,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.47354441070312703,3
DRT pretrained,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.4222859893725757,3
DRT pretrained,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.3920024508373519,3
DRT pretrained,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,0.5654889136260385,3
DRT pretrained,NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.3575125777215747,3
DRT pretrained,NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,0.5763096356848355,3
DRT pretrained,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,0.3361589782574284,3
DRT pretrained,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,0.5504232844722564,3
DRT pretrained,O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,0.5272513096318112,3
DRT pretrained,O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,0.12733613530602428,3
DRT pretrained,Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,0.3308041164062127,3
